species,genus,family,order,year,month,day,decimalLatitude,decimalLongitude,locality,individualCount,basisOfRecord,datasetName,institutionCode
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,7,19,22.782062,113.961547,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus sinensis,Pycnonotus,Pycnonotidae,Passeriformes,2025,7,25,22.530795,113.979215,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,7,6,22.469713,114.009256,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Zosterops simplex,Zosterops,Zosteropidae,Passeriformes,2025,7,25,22.531136,113.978944,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2025,7,25,22.52782,113.99232,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2025,7,25,22.531067,113.978561,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,7,25,22.528376,113.985422,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Urocissa erythroryncha,Urocissa,Corvidae,Passeriformes,2025,7,28,22.718769,114.238317,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,7,19,22.782129,113.961473,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,7,25,22.52763,113.983096,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2025,7,25,22.527892,113.992021,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres tristis,Acridotheres,Sturnidae,Passeriformes,2025,7,17,22.519893,113.969529,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Passer montanus,Passer,Passeridae,Passeriformes,2025,7,19,22.782256,113.959626,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,7,25,22.527622,113.982934,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Nycticorax nycticorax,Nycticorax,Ardeidae,Pelecaniformes,2025,7,12,22.66339,114.038164,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,7,19,22.781035,113.960101,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Cissa hypoleuca,Cissa,Corvidae,Passeriformes,2025,7,25,22.641694,114.390772,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Myophonus caeruleus,Myophonus,Muscicapidae,Passeriformes,2025,7,8,22.637316,114.402997,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicrurus macrocercus,Dicrurus,Dicruridae,Passeriformes,2025,7,11,22.685119,114.520378,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2025,7,30,22.522098,114.001955,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,7,19,22.780497,113.960075,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2025,7,25,22.529427,113.980388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Sterna sumatrana,Sterna,Laridae,Charadriiformes,2025,7,17,22.53028,114.270157,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus sinensis,Pycnonotus,Pycnonotidae,Passeriformes,2025,7,5,22.54286,114.05956,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Rostratula benghalensis,Rostratula,Rostratulidae,Charadriiformes,2025,7,13,22.54286,114.05956,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2025,7,13,22.521445,113.995129,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Charadrius leschenaultii,Charadrius,Charadriidae,Charadriiformes,2025,7,13,22.498895,113.954192,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,7,28,22.467187,114.179328,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dendrocitta formosae,Dendrocitta,Corvidae,Passeriformes,2025,7,15,22.508462,114.174669,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,7,15,22.504884,114.177057,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,7,22,22.451712,114.178055,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Podicipediformes,2025,7,10,22.652658,114.498651,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2025,7,25,22.530861,113.979569,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2025,7,25,22.530679,113.979021,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,7,14,22.490793,114.036488,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Francolinus pintadeanus,Francolinus,Phasianidae,Galliformes,2025,7,27,22.765477,113.970276,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,7,27,22.547647,114.0344,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,7,30,22.521072,113.978181,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,7,30,22.521856,113.968364,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,7,30,22.521539,113.967978,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2025,7,30,22.522311,113.985358,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2025,7,29,22.560953,114.032208,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,7,28,22.468319,114.003736,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,7,28,22.469992,114.008675,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,7,28,22.469778,114.009161,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2025,7,30,22.522153,113.972989,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,7,28,22.472439,114.007081,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2025,7,30,22.522456,113.987108,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,7,28,22.469869,114.009028,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,7,31,22.529333,113.983672,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,7,30,22.521861,113.968547,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,7,30,22.514217,114.037886,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Glaucidium cuculoides,Glaucidium,Strigidae,Strigiformes,2025,7,11,22.674919,114.105952,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,7,24,22.565858,113.840241,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Cyanopica cyanus,Cyanopica,Corvidae,Passeriformes,2025,7,28,22.51897,113.972603,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2025,7,8,22.694222,114.39857,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Cyanopica cyanus,Cyanopica,Corvidae,Passeriformes,2025,7,28,22.51897,113.972603,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia flaviventris,Prinia,Cisticolidae,Passeriformes,2025,8,2,22.776039,113.965165,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2025,8,2,22.763061,113.964314,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,8,2,22.763322,113.965091,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Francolinus pintadeanus,Francolinus,Phasianidae,Galliformes,2025,8,2,22.61489,113.822986,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,8,1,22.518327,113.982021,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,8,1,22.519029,113.973756,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus aurigaster,Pycnonotus,Pycnonotidae,Passeriformes,2025,8,2,22.7612,113.966838,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,8,2,22.777035,113.963155,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Passer montanus,Passer,Passeridae,Passeriformes,2025,8,2,22.777657,113.962467,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,8,10,22.530608,114.490191,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,8,16,22.464924,114.043904,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2025,8,13,22.45878,113.993879,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,8,16,22.464924,114.043904,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2025,8,9,22.514503,113.946638,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,8,13,22.462625,114.037007,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2025,8,9,22.502208,113.9467,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2025,8,7,22.553489,114.060691,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2025,8,5,22.522065,113.980127,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,8,16,22.512152,113.950528,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,8,7,22.549956,114.071014,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,8,16,22.464924,114.043904,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2025,8,13,22.465921,114.029661,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus aurigaster,Pycnonotus,Pycnonotidae,Passeriformes,2025,8,9,22.514508,113.946555,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2025,8,13,22.462659,114.032975,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2025,8,11,22.543137,114.225245,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,8,16,22.462242,114.038394,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,8,13,22.465781,114.02963,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,8,16,22.464924,114.043904,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa brevipes,Tringa,Scolopacidae,Charadriiformes,2025,8,10,22.495911,113.953037,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,8,16,22.464924,114.043904,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2025,8,13,22.462923,114.032914,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,8,13,22.465922,114.029659,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicrurus hottentottus,Dicrurus,Dicruridae,Passeriformes,2025,8,9,22.509133,113.948342,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aethopyga christinae,Aethopyga,Nectariniidae,Passeriformes,2025,8,6,22.799745,113.959267,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicrurus hottentottus,Dicrurus,Dicruridae,Passeriformes,2025,8,13,22.462242,114.038394,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2025,8,10,22.498041,113.954095,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Zosterops simplex,Zosterops,Zosteropidae,Passeriformes,2025,8,6,22.667336,114.053918,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,8,16,22.464924,114.043904,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2025,8,13,22.465836,114.029623,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,8,15,22.465928,114.1799,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spodiopsar sericeus,Spodiopsar,Sturnidae,Passeriformes,2025,8,5,22.522037,113.986077,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2025,8,13,22.461335,114.037805,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2025,8,16,22.50611,113.948717,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,8,16,22.462242,114.038394,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Centropus bengalensis,Centropus,Cuculidae,Cuculiformes,2025,8,2,22.761257,113.965676,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,8,16,22.464924,114.043904,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,8,9,22.515828,113.945397,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilornis cheela,Spilornis,Accipitridae,Accipitriformes,2025,8,16,22.472939,114.182562,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,8,11,22.544072,114.226105,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2025,8,7,22.667554,114.052327,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2025,8,7,22.510057,113.941605,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Passer montanus,Passer,Passeridae,Passeriformes,2025,8,11,22.492428,114.141189,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Nycticorax nycticorax,Nycticorax,Ardeidae,Pelecaniformes,2025,8,19,22.520452,113.995248,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,8,7,22.553489,114.060691,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,8,16,22.512809,113.950586,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2025,8,6,22.556842,114.051483,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2025,8,13,22.469281,113.995331,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Urocissa erythroryncha,Urocissa,Corvidae,Passeriformes,2025,8,6,22.549299,114.047514,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,8,17,22.515555,113.94516,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,8,7,22.50725,113.886253,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,8,16,22.49976,113.953718,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,8,11,22.542963,114.226455,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aquila fasciata,Aquila,Accipitridae,Accipitriformes,2025,8,12,22.553886,114.3096,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Podicipediformes,2025,8,19,22.550816,113.909054,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2025,8,16,22.464924,114.043904,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Hirundo rustica,Hirundo,Hirundinidae,Passeriformes,2025,8,13,22.467052,114.037233,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dendrocitta formosae,Dendrocitta,Corvidae,Passeriformes,2025,8,9,22.584919,114.067598,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,8,7,22.66732,114.053123,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,8,16,22.517301,113.95001,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2025,8,13,22.462242,114.038394,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,8,16,22.515055,113.945716,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,8,15,22.465953,114.179833,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2025,8,6,22.557047,114.050891,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spodiopsar sericeus,Spodiopsar,Sturnidae,Passeriformes,2025,8,6,22.553564,114.056506,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax pectoralis,Garrulax,Leiothrichidae,Passeriformes,2025,8,8,22.573124,113.986137,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,8,11,22.543303,114.22535,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius phaeopus,Numenius,Scolopacidae,Charadriiformes,2025,8,10,22.507978,113.955587,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2025,8,16,22.464924,114.043904,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,8,29,22.492388,114.035865,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,8,19,22.542838,113.909445,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax canorus,Garrulax,Leiothrichidae,Passeriformes,2025,8,23,22.578194,114.212115,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2025,8,23,22.52427,114.010578,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,8,24,22.514218,114.037449,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2025,8,29,22.511064,114.113636,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Parus cinereus,Parus,Paridae,Passeriformes,2025,8,27,22.598821,114.207982,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2025,8,29,22.492388,114.035865,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2025,8,26,22.509732,114.114497,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pluvialis fulva,Pluvialis,Charadriidae,Charadriiformes,2025,8,31,22.5119,113.950874,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2025,8,2,22.774419,113.953147,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,8,29,22.492388,114.035865,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2025,8,24,22.513472,114.036216,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2025,8,23,22.511034,114.111736,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,8,24,22.512822,114.03514,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius phaeopus,Numenius,Scolopacidae,Charadriiformes,2025,8,19,22.521225,114.002843,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,8,25,22.506262,114.109858,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,8,29,22.492388,114.035865,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2025,8,27,22.492673,114.034846,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,8,22,22.514308,113.953257,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,8,29,22.492388,114.035865,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2025,8,29,22.492388,114.035865,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2025,8,27,22.598821,114.207982,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus aurigaster,Pycnonotus,Pycnonotidae,Passeriformes,2025,8,27,22.598821,114.207982,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus sinensis,Pycnonotus,Pycnonotidae,Passeriformes,2025,8,31,22.518469,114.256349,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,8,30,22.506845,114.111822,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2025,8,29,22.492388,114.035865,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Nycticorax nycticorax,Nycticorax,Ardeidae,Pelecaniformes,2025,8,19,22.550578,113.908628,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Podicipediformes,2025,8,29,22.492388,114.035865,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,8,29,22.492388,114.035865,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
