species,genus,family,order,year,month,day,decimalLatitude,decimalLongitude,locality,individualCount,basisOfRecord,datasetName,institutionCode
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2025,3,20,22.579978,113.961702,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2025,3,20,22.516125,113.945172,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2025,3,20,22.592773,113.886468,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus aurigaster,Pycnonotus,Pycnonotidae,Passeriformes,2025,3,21,22.587474,114.056775,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,3,20,22.566145,113.893493,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,3,20,22.495012,113.906655,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2025,3,20,22.464936,113.89488,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,3,23,22.452688,114.172822,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,3,20,22.59388,113.943987,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus sinensis,Pycnonotus,Pycnonotidae,Passeriformes,2025,3,23,22.467819,114.07398,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,3,20,22.482241,113.835877,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2025,3,20,22.573136,113.943025,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,3,20,22.519059,113.845253,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,3,21,22.583345,114.240639,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2025,3,20,22.460521,113.815711,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Urocissa erythroryncha,Urocissa,Corvidae,Passeriformes,2025,3,22,22.503947,114.147567,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,3,22,22.694423,113.91071,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas acuta,Anas,Anatidae,Anseriformes,2025,3,22,22.488448,114.037398,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,3,22,22.689053,113.9161,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Eumyias thalassinus,Eumyias,Muscicapidae,Passeriformes,2025,3,22,22.680123,113.851958,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2025,3,22,22.691992,113.916136,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pandion haliaetus,Pandion,Pandionidae,Accipitriformes,2025,3,22,22.499137,114.027527,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Hirundo rustica,Hirundo,Hirundinidae,Passeriformes,2025,3,22,22.65611,113.936049,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Charadrius veredus,Charadrius,Charadriidae,Charadriiformes,2025,3,22,22.492347,114.034991,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Calidris ferruginea,Calidris,Scolopacidae,Charadriiformes,2025,3,22,22.516936,114.055048,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,3,22,22.536149,114.002261,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa ochropus,Tringa,Scolopacidae,Charadriiformes,2025,3,22,22.694379,113.912823,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2025,3,22,22.528043,114.176443,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Fulica atra,Fulica,Rallidae,Gruiformes,2025,3,22,22.486565,114.041714,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2025,3,22,22.487774,114.042851,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2025,3,22,22.523031,113.871559,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,3,22,22.492337,114.029707,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Centropus sinensis,Centropus,Cuculidae,Cuculiformes,2025,3,22,22.495157,114.053764,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2025,3,22,22.535002,114.001262,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2025,3,22,22.688288,113.914616,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,3,22,22.698302,113.909238,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,3,22,22.692555,113.912059,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Charadrius leschenaultii,Charadrius,Charadriidae,Charadriiformes,2025,3,22,22.499156,114.02752,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Minla cyanouroptera,Minla,Leiothrichidae,Passeriformes,2025,3,10,22.643547,114.389821,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,3,22,22.534683,114.000524,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,3,22,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,3,22,22.691261,113.913624,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,3,22,22.690809,113.914112,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,22,22.499118,114.027503,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,3,22,22.553055,113.957045,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Hydroprogne caspia,Hydroprogne,Laridae,Charadriiformes,2025,3,22,22.499135,114.027545,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2025,3,22,22.495523,114.048445,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,3,22,22.693409,113.91345,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,3,22,22.69574,113.912923,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2025,3,22,22.489848,114.043031,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,3,22,22.59014,114.077343,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,3,22,22.494326,114.026423,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,3,22,22.696455,113.907272,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2025,3,22,22.492231,114.058939,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Niltava davidi,Niltava,Muscicapidae,Passeriformes,2025,3,22,22.675274,113.850298,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2025,3,1,22.636536,114.40004,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2025,3,22,22.501731,114.027026,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pica serica,Pica,Corvidae,Passeriformes,2025,3,22,22.494791,114.047912,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2025,3,22,22.621584,114.040955,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2025,3,23,22.470058,114.006583,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,3,25,22.51239,113.940498,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus aurigaster,Pycnonotus,Pycnonotidae,Passeriformes,2025,3,25,22.513958,113.942673,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,3,18,22.514639,113.942345,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,3,23,22.481726,114.062536,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Charadrius veredus,Charadrius,Charadriidae,Charadriiformes,2025,3,22,22.498766,114.045828,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Coturnix japonica,Coturnix,Phasianidae,Galliformes,2025,3,22,22.493733,114.044331,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2025,3,19,22.492506,114.044855,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa ochropus,Tringa,Scolopacidae,Charadriiformes,2025,3,22,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,3,24,22.55699,114.498459,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Turdus mandarinus,Turdus,Turdidae,Passeriformes,2025,3,19,22.512136,113.939911,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2025,3,25,22.512021,113.937584,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,3,25,22.455298,114.003223,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,3,18,22.512953,113.941185,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2025,3,26,22.462243,114.038394,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,3,9,22.469622,114.009308,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,3,23,22.468972,113.981583,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2025,3,27,22.486677,114.14569,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2025,3,26,22.467715,114.035476,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Cuculus sparverioides,Cuculus,Cuculidae,Cuculiformes,2025,3,26,22.466684,114.036248,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2025,3,27,22.602262,113.991272,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lophura nycthemera,Lophura,Phasianidae,Galliformes,2025,3,25,22.867578,114.551987,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,3,26,22.462243,114.038394,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula querquedula,Spatula,Anatidae,Anseriformes,2025,3,27,22.469717,114.009186,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,3,26,22.47314,114.221221,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Charadrius veredus,Charadrius,Charadriidae,Charadriiformes,2025,3,23,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Hirundo rustica,Hirundo,Hirundinidae,Passeriformes,2025,3,26,22.508582,114.11251,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Turdus hortulorum,Turdus,Turdidae,Passeriformes,2025,3,27,22.522701,114.000831,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Plegadis falcinellus,Plegadis,Threskiornithidae,Pelecaniformes,2025,3,27,22.509378,113.95343,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,3,27,22.472401,114.007123,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinago gallinago,Gallinago,Scolopacidae,Charadriiformes,2025,3,26,22.508118,114.111611,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Plegadis falcinellus,Plegadis,Threskiornithidae,Pelecaniformes,2025,3,27,22.510638,113.953504,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2025,3,26,22.50895,114.113142,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,3,27,22.519974,113.990308,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,3,27,22.520806,113.994575,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,3,27,22.509202,114.112785,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2025,3,26,22.549725,113.920361,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Streptopelia decaocto,Streptopelia,Columbidae,Columbiformes,2025,3,26,22.495388,114.054823,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia flaviventris,Prinia,Cisticolidae,Passeriformes,2025,3,26,22.462243,114.038394,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Columba livia,Columba,Columbidae,Columbiformes,2025,3,28,22.460455,114.171285,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,3,27,22.50903,114.112899,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Calidris ferruginea,Calidris,Scolopacidae,Charadriiformes,2025,3,28,22.512372,113.950376,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,3,26,22.462243,114.038394,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,3,27,22.508753,114.112541,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,3,26,22.507087,114.112312,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2025,3,28,22.531915,114.208694,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,3,26,22.548257,113.917554,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Columba livia,Columba,Columbidae,Columbiformes,2025,3,28,22.460472,114.171326,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Columba livia,Columba,Columbidae,Columbiformes,2025,3,28,22.460476,114.17132,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Charadrius leschenaultii,Charadrius,Charadriidae,Charadriiformes,2025,3,28,22.512042,113.950908,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa erythropus,Tringa,Scolopacidae,Charadriiformes,2025,3,26,22.470491,114.029296,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2025,3,27,22.5087,114.111941,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,27,22.522817,114.001324,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilornis cheela,Spilornis,Accipitridae,Accipitriformes,2025,3,27,22.658155,113.84005,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Glareola maldivarum,Glareola,Glareolidae,Charadriiformes,2025,3,23,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,3,26,22.508448,114.112912,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,3,26,22.546526,113.999466,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Streptopelia decaocto,Streptopelia,Columbidae,Columbiformes,2025,3,26,22.544313,113.911714,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
